student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class
30,1,5,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,30.55,INC
30,1,6,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,94.35,C
30,1,7,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,90.32,C
30,1,8,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,99.16,C
30,1,9,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,92.92,C
30,1,10,Occasionally answers incorrectly,Always predicts to answer incorrectly,0,96.33,C
31,1,1,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,99.57,C
31,1,2,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,97.7,C
31,1,3,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,56.19,INC
31,1,4,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,99.26,C
31,1,5,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,93.74,C
31,1,6,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,47.38,INC
31,1,7,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,2,4.65,INC
31,1,8,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,59.76,INC
31,1,9,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,98.07,C
31,1,10,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer partially correctly,1,95.98,C
32,1,1,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,96.0,C
32,1,2,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,18.62,INC
32,1,3,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,98.95,C
32,1,4,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,99.3,C
32,1,5,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,92.05,C
32,1,6,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,98.32,C
32,1,7,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,0,94.06,C
32,1,8,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,93.15,C
32,1,9,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,3.28,INC
32,1,10,Occasionally answers incorrectly,Always predicts to answer correctly but occasionally predicts to answer incorrectly,2,97.14,C
33,1,1,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,22.78,INC
33,1,2,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,95.05,C
33,1,3,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,94.42,C
33,1,4,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,91.41,C
33,1,5,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,90.14,C
33,1,6,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,96.42,C
33,1,7,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,98.27,C
33,1,8,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,38.54,INC
33,1,9,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,1,90.9,C
33,1,10,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer correctly,2,18.13,INC
34,1,1,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,99.85,C
34,1,2,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,33.67,INC
34,1,3,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,92.96,C
34,1,4,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,97.6,C
34,1,5,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,90.55,C
34,1,6,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,98.35,C
34,1,7,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,47.69,INC
34,1,8,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,44.49,INC
34,1,9,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,1,95.16,C
34,1,10,Occasionally answers incorrectly,Always predicts to answer partially correctly but occasionally predicts to answer incorrectly,0,92.9,C
35,1,1,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,93.59,C
35,1,2,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,3.37,INC
35,1,3,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,2.67,INC
35,1,4,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.46,C
35,1,5,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,90.56,C
35,1,6,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,18.04,INC
35,1,7,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,54.31,INC
35,1,8,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,94.19,C
35,1,9,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,2,91.22,C
35,1,10,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer correctly,0,93.41,C
36,1,1,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,39.26,INC
36,1,2,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,98.41,C
36,1,3,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,97.01,C
36,1,4,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,97.51,C
36,1,5,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,95.89,C
36,1,6,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,95.1,C
36,1,7,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,99.42,C
36,1,8,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,1,95.35,C
36,1,9,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,98.37,C
36,1,10,Occasionally answers incorrectly,Always predicts to answer incorrectly but occasionally predicts to answer partially correctly,0,91.71,C
